Trader,Market Share,Profit
ZIP,21.428571428571427,1907.5110000000002
ZIP,22.22222222222222,3564.3020000000006
ZIP,23.076923076923077,2748.48
ZIP,23.529411764705884,820.267
ZIP,25.0,9547.534999999998
ZIP,26.31578947368421,321.394
ZIP,26.666666666666668,1945.188
ZIP,27.272727272727273,3111.129
ZIP,27.77777777777778,1076.4499999999998
ZIP,28.571428571428573,5304.381999999999
ZIP,29.41176470588235,1625.7229999999997
ZIP,30.0,3620.4409999999993
ZIP,30.76923076923077,2789.5349999999994
ZIP,31.25,2142.106
ZIP,33.333333333333336,12545.643000000005
ZIP,35.714285714285715,3122.324
ZIP,36.36363636363637,3061.4720000000007
ZIP,37.5,2874.824
ZIP,38.46153846153846,3363.8539999999994
ZIP,40.0,4036.2780000000002
ZIP,41.666666666666664,3750.6580000000004
ZIP,42.857142857142854,2221.4739999999997
ZIP,44.44444444444444,2354.0080000000003
ZIP,45.45454545454545,3353.602
ZIP,50.0,6837.018
ZIP,55.55555555555556,1857.945
ZIP,57.142857142857146,1020.836
ZIP,60.0,578.366
ZIP,62.5,1416.6250000000002
ZIP,66.66666666666667,1624.7869999999998
ZIP,71.42857142857143,762.97
ZIP,75.0,717.4680000000001
ZIP,80.0,897.113
ZIP,83.33333333333333,234.05
ZIP,100.0,1131.318
